,id,age,gender,income,days_on_platform,city,purchases
2494,2494,,Male,60246,40,Tokyo,0
2495,2495,,Female,43528,41,New York City,0
2496,2496,,Female,38360,2,London,0
2497,2497,,Male,119284,20,San Francisco,1
2498,2498,18,Male,42215,3,London,0
2499,2499,50,Male,156541,15,Miami,0
2500,2500,18,Female,65238,52,Miami,3
2501,2501,,Male,22581,4,Tokyo,0
2502,2502,,Female,338053,40,Miami,1
2503,2503,,Male,76803,11,New York City,2
2504,2504,,Male,230114,38,London,0
2505,2505,,Female,76629,23,Miami,2
2506,2506,,Male,1079,11,London,2
2507,2507,26,Female,79508,43,Miami,0
2508,2508,,Female,80933,23,Tokyo,0
2509,2509,29,Male,66420,28,New York City,2
2510,2510,,Female,109955,50,San Francisco,1
2511,2511,49,Female,30521,36,New York City,0
2512,2512,,Female,13111,12,London,0
2513,2513,13,Male,69399,9,San Francisco,2
2514,2514,37,Female,146490,7,New York City,1
2515,2515,,Female,128356,,New York City,0
2516,2516,19,Male,67154,30,London,0
2517,2517,21,Female,1557,1,London,0
2518,2518,18,Male,106688,25,San Francisco,1
2519,2519,22,Male,117774,9,Miami,3
2520,2520,42,Male,6835,47,Miami,2
2521,2521,,Male,124947,38,Miami,0
2522,2522,,Female,95592,13,London,1
2523,2523,,Male,155599,17,London,0
2524,2524,,Male,153517,19,Tokyo,0
2525,2525,,Male,130216,9,New York City,0
2526,2526,,Female,39799,2,San Francisco,1
2527,2527,,Male,87124,4,Tokyo,0
2528,2528,,Female,30479,24,London,0
2529,2529,,Male,117881,10,San Francisco,0
2530,2530,,Female,79424,6,New York City,2
2531,2531,,Male,14190,11,Miami,1
2532,2532,,Female,134250,36,Tokyo,1
2533,2533,24,Female,162782,39,New York City,0
2534,2534,22,Male,94949,27,Tokyo,0
2535,2535,17,Female,80130,57,Miami,2
2536,2536,,Female,9103,11,London,2
2537,2537,,Male,203546,36,San Francisco,2
2538,2538,30,Female,107614,14,New York City,1
2539,2539,28,Male,168065,7,London,1
2540,2540,,Male,100337,39,Miami,2
2541,2541,,Female,76445,1,New York City,1
2542,2542,39,Male,12693,46,San Francisco,0
2543,2543,24,Female,138266,30,Miami,0
2544,2544,,Male,9367,56,Miami,0
2545,2545,,Female,6819,19,London,0
2546,2546,16,Female,184388,32,London,3
2547,2547,,Female,49180,10,Miami,1
2548,2548,35,Female,5641,2,Miami,5
2549,2549,,Male,71885,76,London,1
2550,2550,10,Female,73551,1,London,0
2551,2551,29,Male,3859,26,Miami,0
2552,2552,,Male,177653,32,San Francisco,2
2553,2553,,Female,111381,21,Tokyo,2
2554,2554,,Female,36632,34,San Francisco,1
2555,2555,,Male,108493,50,New York City,0
2556,2556,,Female,146266,1,Tokyo,0
2557,2557,,Female,214311,46,Tokyo,0
2558,2558,31,Male,54841,34,Tokyo,2
2559,2559,,Male,115790,59,Miami,3
2560,2560,,Female,120582,16,Tokyo,0
2561,2561,47,Male,99623,67,London,2
2562,2562,,Male,32637,8,Tokyo,3
2563,2563,36,Female,155296,37,Miami,3
2564,2564,,Male,25792,1,London,3
2565,2565,32,Male,69931,34,New York City,0
2566,2566,29,Female,52151,5,San Francisco,0
2567,2567,,Male,53268,56,Tokyo,0
2568,2568,35,Male,234522,21,Miami,0
2569,2569,17,Male,57536,51,New York City,2
2570,2570,49,Female,51449,5,Miami,3
2571,2571,,Male,96078,43,London,1
2572,2572,,Female,184389,4,London,5
2573,2573,,Male,125808,17,London,1
2574,2574,13,Female,26866,11,London,1
2575,2575,,Female,43571,69,Tokyo,1
2576,2576,,Male,66995,46,New York City,1
2577,2577,,Female,50093,6,Tokyo,2
2578,2578,12,Female,65002,7,New York City,2
2579,2579,,Male,120567,3,London,4
2580,2580,12,Female,103546,19,Tokyo,3
2581,2581,37,Female,190006,,New York City,0
2582,2582,,Female,29270,11,San Francisco,2
2583,2583,,Female,27374,7,Miami,0
2584,2584,13,Female,31731,23,San Francisco,0
2585,2585,,Female,124581,9,London,3
2586,2586,39,Female,60427,22,New York City,3
2587,2587,28,Male,150891,13,Miami,0
2588,2588,42,Female,125353,17,San Francisco,0
2589,2589,34,Male,52819,40,Miami,0
2590,2590,,Male,190787,3,New York City,2
2591,2591,,Male,206400,,San Francisco,4
2592,2592,43,Male,26683,5,Miami,1
2593,2593,24,Male,59683,22,New York City,0
2594,2594,50,Male,97701,40,Tokyo,3
2595,2595,33,Female,132389,4,San Francisco,1
2596,2596,,Male,4191,48,Tokyo,0
2597,2597,41,Male,277639,32,London,0
2598,2598,,Male,76690,10,Tokyo,0
2599,2599,46,Male,127776,8,Tokyo,0
2600,2600,29,Male,19850,21,London,2
2601,2601,,Male,51912,79,San Francisco,2
2602,2602,18,Female,37367,,London,1
2603,2603,13,Female,46286,27,London,3
2604,2604,22,Female,69184,56,Tokyo,1
2605,2605,38,Female,16799,28,London,5
2606,2606,19,Female,96325,69,New York City,4
2607,2607,23,Female,142638,7,San Francisco,4
2608,2608,14,Female,39181,53,San Francisco,2
2609,2609,38,Female,75847,8,Miami,1
2610,2610,,Male,17897,16,San Francisco,0
2611,2611,13,Female,94983,8,Miami,1
2612,2612,,Male,47018,39,London,0
2613,2613,,Male,15121,69,Tokyo,0
2614,2614,,Male,843,23,Tokyo,2
2615,2615,,Female,38439,14,New York City,2
2616,2616,,Male,153190,8,New York City,0
2617,2617,,Male,58012,34,Tokyo,1
2618,2618,22,Male,3397,22,Miami,0
2619,2619,,Male,146031,20,Tokyo,0
2620,2620,,Male,62524,45,Miami,1
2621,2621,,Male,52803,4,New York City,0
2622,2622,,Male,15423,5,San Francisco,0
2623,2623,,Female,133172,11,San Francisco,2
2624,2624,,Male,162262,30,San Francisco,2
2625,2625,,Female,27605,25,Miami,0
2626,2626,,Male,2589,41,San Francisco,0
2627,2627,,Male,13889,43,New York City,1
2628,2628,,Male,31174,34,Tokyo,1
2629,2629,,Male,36448,11,London,1
2630,2630,48,Male,37875,25,London,0
2631,2631,23,Female,105978,6,Miami,0
2632,2632,23,Female,186278,34,Miami,0
2633,2633,23,Female,59458,31,Tokyo,2
2634,2634,14,Female,157871,32,New York City,0
2635,2635,,Female,119712,6,London,2
2636,2636,,Female,50787,27,Miami,0
2637,2637,,Male,24438,7,New York City,0
2638,2638,,Male,66782,61,Miami,2
2639,2639,14,Male,22679,62,Miami,0
2640,2640,24,Male,15249,9,San Francisco,0
2641,2641,,Female,3481,3,Tokyo,1
2642,2642,,Female,76369,3,New York City,1
2643,2643,,Male,126594,10,San Francisco,0
2644,2644,,Female,65597,4,New York City,3
2645,2645,,Female,53832,41,Miami,1
2646,2646,34,Female,118614,5,New York City,1
2647,2647,,Female,47849,14,Tokyo,0
2648,2648,,Female,38517,3,Tokyo,2
2649,2649,,Female,25553,18,London,1
2650,2650,19,Male,130215,19,New York City,0
2651,2651,,Female,159035,48,Tokyo,1
2652,2652,10,Female,89862,81,New York City,4
2653,2653,,Female,39299,23,Tokyo,1
2654,2654,43,Female,40052,27,Miami,1
2655,2655,,Female,16976,10,San Francisco,0
2656,2656,,Male,68037,9,Tokyo,2
2657,2657,33,Female,127551,20,Miami,0
2658,2658,14,Female,40554,,New York City,0
2659,2659,10,Female,107976,19,New York City,0
2660,2660,,Female,162806,10,San Francisco,3
2661,2661,13,Female,79258,20,London,1
2662,2662,21,Female,70782,31,Miami,1
2663,2663,,Female,60959,3,Tokyo,2
2664,2664,24,Male,75587,31,London,2
2665,2665,,Male,30749,5,San Francisco,0
2666,2666,44,Male,180384,34,Miami,0
2667,2667,26,Female,84005,46,San Francisco,2
2668,2668,34,Female,115194,45,Tokyo,0
2669,2669,,Male,7614,28,Tokyo,0
2670,2670,,Female,23469,25,Miami,0
2671,2671,,Female,127258,41,Miami,0
2672,2672,,Male,205428,59,London,0
2673,2673,46,Male,2046,24,Miami,1
2674,2674,,Male,218987,18,New York City,2
2675,2675,21,Female,122495,30,New York City,4
2676,2676,,Female,95089,12,New York City,0
2677,2677,,Male,13390,30,San Francisco,1
2678,2678,,Female,51259,32,New York City,0
2679,2679,41,Female,67032,23,Miami,4
2680,2680,11,Female,47415,8,Miami,1
2681,2681,35,Male,185847,4,Miami,2
2682,2682,,Male,86479,,Tokyo,1
2683,2683,49,Male,103069,9,New York City,1
2684,2684,35,Female,1854,,Tokyo,2
2685,2685,45,Male,70677,9,New York City,2
2686,2686,15,Male,34530,21,New York City,0
2687,2687,,Female,31218,19,New York City,1
2688,2688,16,Male,249395,15,New York City,1
2689,2689,,Female,8782,19,London,2
2690,2690,43,Male,50039,86,Miami,3
2691,2691,,Male,40945,1,San Francisco,4
2692,2692,44,Female,253195,14,London,1
2693,2693,,Female,10405,31,London,3
2694,2694,11,Male,41539,42,London,3
2695,2695,,Female,236428,23,London,2
2696,2696,29,Female,121985,27,San Francisco,1
2697,2697,,Female,24260,42,Miami,3
2698,2698,18,Male,53948,28,San Francisco,1
2699,2699,39,Female,166194,5,London,0
2700,2700,,Female,4732,9,Tokyo,1
2701,2701,13,Female,80214,65,London,1
2702,2702,18,Female,95207,3,San Francisco,4
2703,2703,,Female,8570,26,Miami,3
2704,2704,,Male,182755,32,New York City,2
2705,2705,49,Female,40451,20,Miami,0
2706,2706,40,Female,58909,28,Tokyo,3
2707,2707,,Male,147302,22,Miami,1
2708,2708,23,Female,37732,12,London,0
2709,2709,,Male,170325,50,San Francisco,2
2710,2710,,Male,1868,38,London,0
2711,2711,44,Male,49597,14,Tokyo,1
2712,2712,,Male,61606,16,Miami,2
2713,2713,34,Male,100064,16,Tokyo,3
2714,2714,49,Male,73143,18,San Francisco,1
2715,2715,,Female,307492,13,New York City,4
2716,2716,42,Female,88637,33,New York City,0
2717,2717,37,Male,85556,39,New York City,5
2718,2718,33,Female,46782,9,London,0
2719,2719,18,Female,4976,30,San Francisco,1
2720,2720,,Female,18236,,Miami,1
2721,2721,19,Male,19297,,New York City,1
2722,2722,43,Female,25812,24,San Francisco,3
2723,2723,39,Female,112073,,London,2
2724,2724,45,Female,220752,49,San Francisco,1
2725,2725,,Female,121001,44,Tokyo,1
2726,2726,17,Male,7768,33,San Francisco,0
2727,2727,,Male,831,5,San Francisco,1
2728,2728,,Female,94734,7,London,0
2729,2729,,Female,79256,7,New York City,2
2730,2730,18,Male,7890,32,New York City,2
2731,2731,,Female,57338,22,London,1
2732,2732,16,Male,9305,28,London,1
2733,2733,,Male,61538,36,London,1
2734,2734,42,Female,109302,8,London,2
2735,2735,46,Male,19645,,Miami,0
2736,2736,,Female,54979,18,London,0
2737,2737,,Male,95970,13,Tokyo,2
2738,2738,,Male,111882,15,Miami,3
2739,2739,45,Male,9495,31,New York City,3
2740,2740,,Female,218697,38,San Francisco,0
2741,2741,,Male,100625,52,Miami,0
2742,2742,,Female,167298,5,San Francisco,1
2743,2743,50,Female,14729,46,Miami,0
2744,2744,,Male,159432,46,London,1
2745,2745,,Male,62046,57,Miami,0
2746,2746,23,Male,151853,30,San Francisco,3
2747,2747,29,Female,60837,25,Miami,2
2748,2748,,Female,7682,9,San Francisco,0
2749,2749,,Male,122928,41,London,0
2750,2750,26,Male,114310,17,Tokyo,0
2751,2751,49,Male,64519,21,San Francisco,0
2752,2752,42,Male,68795,13,London,3
2753,2753,25,Male,131513,30,London,2
2754,2754,,Male,59023,42,San Francisco,0
2755,2755,37,Male,1398,17,Miami,1
2756,2756,39,Male,24603,20,Miami,1
2757,2757,,Female,33258,79,San Francisco,1
2758,2758,10,Female,42407,26,Miami,0
2759,2759,,Female,71218,51,London,2
2760,2760,,Female,55213,,New York City,4
2761,2761,,Male,26186,11,New York City,0
2762,2762,,Male,11357,17,San Francisco,0
2763,2763,16,Female,6307,,New York City,2
2764,2764,21,Female,28143,22,New York City,3
2765,2765,30,Male,19499,23,Miami,2
2766,2766,37,Male,106442,33,San Francisco,0
2767,2767,,Female,5889,48,Miami,0
2768,2768,,Female,58127,40,San Francisco,0
2769,2769,,Female,100302,45,Tokyo,1
2770,2770,,Female,94191,25,San Francisco,0
2771,2771,44,Male,152064,2,New York City,1
2772,2772,42,Female,588,21,New York City,0
2773,2773,,Female,60619,17,New York City,1
2774,2774,27,Female,192689,,Tokyo,2
2775,2775,21,Male,142834,19,New York City,0
2776,2776,38,Male,26005,17,London,1
2777,2777,,Male,46550,72,San Francisco,1
2778,2778,,Male,40686,3,San Francisco,1
2779,2779,22,Female,1058,20,Miami,1
2780,2780,,Female,50286,6,Tokyo,0
2781,2781,,Male,103608,15,New York City,2
2782,2782,16,Male,51353,31,Miami,4
2783,2783,,Female,239299,18,New York City,2
2784,2784,12,Male,3725,30,Tokyo,1
2785,2785,,Male,62258,35,Tokyo,0
2786,2786,48,Male,99143,51,Miami,1
2787,2787,33,Male,74269,10,Tokyo,1
2788,2788,38,Female,21127,22,Miami,3
2789,2789,,Female,27220,18,Miami,1
2790,2790,,Female,7762,59,London,0
2791,2791,,Male,34525,8,Tokyo,2
2792,2792,,Female,155879,40,New York City,3
2793,2793,26,Female,50086,3,New York City,1
2794,2794,,Female,22390,9,London,0
2795,2795,,Male,54978,17,San Francisco,1
2796,2796,19,Female,149730,26,Miami,0
2797,2797,,Female,9378,9,San Francisco,0
2798,2798,27,Male,10381,31,New York City,2
2799,2799,24,Male,136486,3,Miami,3
2800,2800,41,Female,107064,4,Miami,2
2801,2801,,Female,17200,21,San Francisco,1
2802,2802,,Male,23449,5,San Francisco,0
2803,2803,,Male,139456,79,New York City,1
2804,2804,,Female,25232,8,Miami,0
2805,2805,17,Female,41713,32,Miami,0
2806,2806,15,Female,55125,5,New York City,0
2807,2807,,Male,38574,37,San Francisco,1
2808,2808,,Male,203078,7,Tokyo,1
2809,2809,,Male,50778,27,San Francisco,0
2810,2810,39,Female,26620,26,San Francisco,0
2811,2811,,Male,112066,22,Miami,1
2812,2812,50,Female,78007,21,New York City,1
2813,2813,,Male,80947,4,San Francisco,2
2814,2814,27,Male,16626,2,New York City,2
2815,2815,,Female,82008,1,San Francisco,2
2816,2816,,Female,75676,21,Miami,0
2817,2817,,Female,116992,8,New York City,2
2818,2818,49,Female,41116,28,New York City,2
2819,2819,36,Female,41427,30,San Francisco,4
2820,2820,12,Female,44002,38,London,0
2821,2821,,Female,79128,19,New York City,2
2822,2822,27,Female,11099,20,San Francisco,4
2823,2823,,Male,44850,29,Tokyo,2
2824,2824,,Female,9106,13,Tokyo,0
2825,2825,,Female,91414,47,London,3
2826,2826,,Female,48710,4,London,0
2827,2827,18,Female,129226,11,London,1
2828,2828,,Female,57682,43,San Francisco,0
2829,2829,,Male,121743,36,London,2
2830,2830,31,Male,62920,48,Miami,0
2831,2831,35,Male,51951,14,Miami,2
2832,2832,,Female,83140,40,San Francisco,1
2833,2833,,Male,74090,29,San Francisco,0
2834,2834,,Female,162992,21,Miami,0
2835,2835,32,Male,113545,27,London,2
2836,2836,,Male,164112,49,Miami,1
2837,2837,,Male,16872,21,New York City,2
2838,2838,35,Male,67070,6,San Francisco,1
2839,2839,21,Male,14675,1,San Francisco,0
2840,2840,,Female,136434,64,Miami,1
2841,2841,,Female,231072,21,London,0
2842,2842,,Male,1460,3,New York City,0
2843,2843,26,Male,39396,2,Tokyo,0
2844,2844,29,Female,12537,7,Tokyo,0
2845,2845,33,Female,85769,22,London,1
2846,2846,,Male,9379,21,Tokyo,0
2847,2847,,Female,9740,9,Tokyo,0
2848,2848,,Male,44503,26,New York City,1
2849,2849,29,Female,105536,36,New York City,2
2850,2850,38,Female,17853,18,London,2
2851,2851,47,Male,113878,37,San Francisco,4
2852,2852,29,Male,6057,10,Tokyo,0
2853,2853,28,Female,69777,6,Tokyo,0
2854,2854,,Female,199450,1,London,0
2855,2855,11,Female,116389,22,Miami,2
2856,2856,18,Male,47772,4,San Francisco,0
2857,2857,41,Male,72035,9,London,1
2858,2858,38,Female,90796,14,Tokyo,1
2859,2859,28,Female,17078,2,New York City,2
2860,2860,17,Male,76572,11,Tokyo,0
2861,2861,47,Female,61711,25,New York City,0
2862,2862,16,Female,138224,7,Tokyo,2
2863,2863,42,Female,149140,,Miami,1
2864,2864,,Male,41558,27,London,3
2865,2865,18,Male,22450,6,Tokyo,2
2866,2866,,Male,143669,16,New York City,0
2867,2867,33,Female,195789,22,San Francisco,1
2868,2868,,Male,149629,46,Miami,0
2869,2869,40,Female,12540,35,Miami,1
2870,2870,45,Female,142254,39,San Francisco,3
2871,2871,18,Male,35284,7,Tokyo,0
2872,2872,,Female,11524,5,London,0
2873,2873,12,Male,54852,33,Tokyo,0
2874,2874,,Male,43768,41,San Francisco,2
2875,2875,15,Female,61144,7,New York City,1
2876,2876,38,Male,108428,18,Miami,2
2877,2877,33,Male,90699,39,New York City,3
2878,2878,14,Female,157059,29,Miami,0
2879,2879,,Female,61682,3,New York City,2
2880,2880,,Female,823,42,Miami,1
2881,2881,31,Female,95035,41,San Francisco,0
2882,2882,,Male,154222,35,Miami,1
2883,2883,,Male,275810,3,Tokyo,3
2884,2884,,Male,87603,20,Miami,1
2885,2885,36,Male,4576,22,New York City,0
2886,2886,,Female,29274,35,Miami,0
2887,2887,26,Male,82629,41,Tokyo,0
2888,2888,10,Female,38859,18,Tokyo,0
2889,2889,16,Female,132233,16,New York City,0
2890,2890,,Female,194321,3,New York City,0
2891,2891,49,Male,34869,21,Miami,1
2892,2892,31,Female,4961,58,Tokyo,1
2893,2893,48,Female,69563,2,Tokyo,1
2894,2894,10,Female,88954,21,Tokyo,0
2895,2895,,Male,9456,3,San Francisco,1
2896,2896,50,Female,45253,8,Tokyo,0
2897,2897,49,Female,73483,17,Miami,2
2898,2898,,Male,83548,10,London,0
2899,2899,14,Female,21303,49,San Francisco,1
2900,2900,49,Female,21302,16,Tokyo,2
2901,2901,21,Female,88130,13,New York City,5
2902,2902,,Male,117532,2,London,0
2903,2903,21,Female,19969,11,Miami,0
2904,2904,,Male,113928,11,San Francisco,1
2905,2905,,Female,66718,11,Tokyo,0
2906,2906,,Female,25367,58,Tokyo,0
2907,2907,,Female,178383,8,San Francisco,1
2908,2908,39,Female,75431,40,Tokyo,3
2909,2909,37,Male,115500,75,New York City,0
2910,2910,23,Male,109357,28,Miami,1
2911,2911,,Female,48472,34,New York City,0
2912,2912,,Female,58478,7,Tokyo,3
2913,2913,27,Female,131725,5,New York City,3
2914,2914,46,Female,19363,13,Miami,0
2915,2915,,Female,53869,39,Tokyo,2
2916,2916,47,Female,16977,80,Tokyo,0
2917,2917,,Female,11423,14,Miami,3
2918,2918,,Female,20388,16,New York City,4
2919,2919,,Female,60387,43,London,0
2920,2920,,Female,115268,14,New York City,1
2921,2921,31,Male,13032,42,Tokyo,0
2922,2922,38,Female,82388,36,Tokyo,1
2923,2923,,Female,130521,9,London,0
2924,2924,,Female,99146,4,Tokyo,2
2925,2925,19,Female,170905,17,New York City,1
2926,2926,28,Male,58071,52,Tokyo,0
2927,2927,,Female,48151,25,San Francisco,1
2928,2928,,Female,30682,8,Miami,0
2929,2929,45,Male,15419,37,Tokyo,0
2930,2930,,Female,171466,4,Tokyo,2
2931,2931,43,Female,36033,4,London,1
2932,2932,,Male,160850,26,London,0
2933,2933,,Female,107279,8,Tokyo,0
2934,2934,31,Male,106429,24,New York City,0
2935,2935,42,Male,65029,10,Miami,0
2936,2936,33,Male,20524,3,Tokyo,2
2937,2937,36,Female,83892,9,London,1
2938,2938,14,Male,79983,3,London,1
2939,2939,47,Female,152798,27,Miami,1
2940,2940,,Male,55330,39,San Francisco,0
2941,2941,48,Male,11251,57,New York City,1
2942,2942,43,Female,125036,3,Miami,2
2943,2943,44,Female,95031,44,New York City,1
2944,2944,10,Female,82691,32,Tokyo,2
2945,2945,,Male,21485,39,San Francisco,2
2946,2946,,Female,30183,17,Miami,0
2947,2947,,Male,30616,,Tokyo,1
2948,2948,50,Female,203088,64,New York City,3
2949,2949,,Female,81952,6,San Francisco,0
2950,2950,17,Male,41109,5,Miami,0
2951,2951,,Male,42102,16,Tokyo,2
2952,2952,,Female,45616,26,New York City,0
2953,2953,48,Male,6563,53,New York City,3
2954,2954,33,Female,117760,4,San Francisco,0
2955,2955,,Male,48975,32,London,0
2956,2956,,Female,153736,91,New York City,2
2957,2957,32,Male,83929,7,New York City,2
2958,2958,27,Male,41498,22,London,1
2959,2959,26,Female,167240,11,London,0
2960,2960,48,Male,49678,42,San Francisco,1
2961,2961,24,Female,42044,39,Miami,2
2962,2962,46,Male,39169,8,New York City,2
2963,2963,,Male,21570,47,San Francisco,2
2964,2964,,Male,184497,6,San Francisco,0
2965,2965,15,Female,127195,17,London,2
2966,2966,,Female,14581,42,New York City,1
2967,2967,,Male,102514,29,Miami,3
2968,2968,,Female,148301,22,San Francisco,0
2969,2969,,Male,41920,47,London,4
2970,2970,,Male,79693,8,Miami,0
2971,2971,,Female,179645,25,London,2
2972,2972,,Male,117779,6,Miami,0
2973,2973,,Male,5540,6,San Francisco,0
2974,2974,31,Male,32989,8,Miami,2
2975,2975,17,Male,58383,19,London,0
2976,2976,,Female,115002,27,Tokyo,0
2977,2977,11,Female,30898,15,New York City,1
2978,2978,,Male,66456,1,Tokyo,2
2979,2979,,Female,122355,18,Tokyo,2
2980,2980,,Male,60213,69,Miami,0
2981,2981,,Male,29726,29,San Francisco,1
2982,2982,37,Male,24830,,New York City,1
2983,2983,30,Female,94879,61,San Francisco,0
2984,2984,,Female,102011,39,Miami,1
2985,2985,22,Female,82808,28,San Francisco,0
2986,2986,,Male,920,21,London,1
2987,2987,24,Female,77720,27,Miami,1
2988,2988,,Female,49308,43,Miami,4
2989,2989,24,Female,96316,8,San Francisco,0
2990,2990,,Female,105565,19,Tokyo,0
2991,2991,33,Female,32362,4,London,1
2992,2992,,Male,182341,6,London,0
2993,2993,15,Female,90901,7,Tokyo,0
2994,2994,27,Male,137105,2,Miami,0
2995,2995,29,Female,31656,5,New York City,3
2996,2996,28,Female,25628,51,New York City,2
2997,2997,18,Female,63169,49,Tokyo,0
2998,2998,23,Female,149391,37,Tokyo,2
2999,2999,,Male,35069,2,New York City,0
3000,3000,21,Male,52582,3,London,4
3001,3001,,Female,99609,11,New York City,1
3002,3002,42,Female,30233,31,New York City,0
3003,3003,,Female,101190,7,San Francisco,1
3004,3004,26,Male,126991,17,San Francisco,1
3005,3005,,Male,3500,19,Miami,0
3006,3006,,Male,96572,28,New York City,0
3007,3007,27,Male,16434,20,New York City,2
3008,3008,15,Female,62434,22,London,0
3009,3009,50,Female,212694,34,San Francisco,0
3010,3010,38,Female,17011,,London,1
3011,3011,,Female,130899,22,Tokyo,0
3012,3012,,Female,77381,20,New York City,1
3013,3013,15,Male,116534,5,San Francisco,0
3014,3014,45,Male,41849,53,London,2
3015,3015,,Male,158173,30,San Francisco,0
3016,3016,39,Female,97848,11,Miami,4
3017,3017,,Female,12772,50,New York City,2
3018,3018,,Male,47125,4,New York City,0
3019,3019,,Female,105565,19,San Francisco,0
3020,3020,27,Female,83356,21,Miami,2
3021,3021,,Male,42679,5,Miami,1
3022,3022,37,Female,111108,49,Tokyo,0
3023,3023,16,Female,142918,25,New York City,0
3024,3024,,Male,182349,13,Miami,0
3025,3025,,Male,4433,61,San Francisco,0
3026,3026,34,Male,77829,17,Tokyo,1
3027,3027,32,Female,10936,5,Miami,0
3028,3028,46,Female,11871,27,Miami,2
3029,3029,,Female,144039,7,San Francisco,1
3030,3030,36,Male,69694,12,Miami,0
3031,3031,,Female,18024,5,Miami,4
3032,3032,47,Female,93304,33,London,6
3033,3033,,Female,191345,5,New York City,0
3034,3034,44,Female,75987,4,Tokyo,0
3035,3035,22,Female,98658,23,Miami,3
3036,3036,23,Female,179157,51,Miami,1
3037,3037,,Female,63257,14,Miami,4
3038,3038,,Male,83652,20,San Francisco,2
3039,3039,50,Female,40323,38,London,2
3040,3040,19,Female,50614,8,London,1
3041,3041,44,Female,51059,47,Miami,2
3042,3042,,Male,1846,4,New York City,0
3043,3043,44,Female,66163,46,San Francisco,1
3044,3044,11,Male,72855,3,Tokyo,1
3045,3045,21,Female,202638,21,Tokyo,0
3046,3046,25,Female,3329,49,San Francisco,3
3047,3047,29,Male,12345,24,Tokyo,0
3048,3048,,Female,188860,25,Tokyo,0
3049,3049,26,Male,188190,46,London,2
3050,3050,,Male,101827,1,San Francisco,1
3051,3051,,Female,31470,18,Tokyo,0
3052,3052,29,Male,35732,9,San Francisco,2
3053,3053,11,Male,34289,38,San Francisco,2
3054,3054,17,Male,17450,42,Miami,1
3055,3055,36,Female,68225,19,San Francisco,1
3056,3056,,Male,132395,14,San Francisco,1
3057,3057,30,Female,6393,7,San Francisco,0
3058,3058,,Female,214244,36,Miami,1
3059,3059,,Female,116887,25,Miami,0
3060,3060,,Female,11199,9,Tokyo,0
3061,3061,,Male,81465,29,London,1
3062,3062,,Male,30640,20,Miami,4
3063,3063,34,Male,63959,32,London,0
3064,3064,50,Female,14796,20,New York City,0
3065,3065,,Female,34983,10,London,1
3066,3066,48,Female,2854,21,London,0
3067,3067,21,Female,57297,,New York City,0
3068,3068,46,Female,32614,26,Miami,0
3069,3069,25,Female,83749,3,London,2
3070,3070,,Male,46453,1,Tokyo,3
3071,3071,27,Male,103234,18,London,0
3072,3072,49,Male,5121,33,San Francisco,2
3073,3073,,Male,39908,15,San Francisco,0
3074,3074,,Male,69536,38,Tokyo,1
3075,3075,13,Female,113086,14,San Francisco,0
3076,3076,46,Female,41044,2,Miami,1
3077,3077,19,Female,144855,52,New York City,1
3078,3078,26,Female,168173,26,London,0
3079,3079,45,Male,148660,26,Miami,0
3080,3080,,Male,26862,31,San Francisco,5
3081,3081,14,Male,15587,10,London,0
3082,3082,37,Male,185130,22,New York City,0
3083,3083,39,Male,87030,41,Tokyo,0
3084,3084,,Female,20727,23,Tokyo,1
3085,3085,10,Female,4933,1,London,1
3086,3086,,Male,16101,7,Miami,3
3087,3087,,Female,105101,19,San Francisco,2
3088,3088,19,Male,5212,7,San Francisco,2
3089,3089,10,Male,88960,51,New York City,0
3090,3090,12,Male,47944,46,New York City,2
3091,3091,46,Female,169730,12,London,1
3092,3092,,Female,45862,36,Miami,0
3093,3093,49,Female,53773,22,London,0
3094,3094,23,Male,100966,11,London,2
3095,3095,45,Male,60427,7,Miami,3
3096,3096,36,Female,189183,14,San Francisco,1
3097,3097,,Male,32736,20,Miami,0
3098,3098,21,Female,27665,63,Miami,0
3099,3099,47,Male,120302,31,New York City,1
3100,3100,,Female,46792,57,Tokyo,0
3101,3101,,Male,79471,37,San Francisco,1
3102,3102,,Male,84327,8,London,1
3103,3103,,Female,84354,20,New York City,0
3104,3104,24,Male,139783,23,Tokyo,3
3105,3105,,Male,591,16,San Francisco,5
3106,3106,,Male,60346,12,San Francisco,1
3107,3107,,Female,69333,90,New York City,0
3108,3108,,Male,50272,28,San Francisco,0
3109,3109,46,Female,109114,55,Tokyo,0
3110,3110,,Female,145379,31,Tokyo,0
3111,3111,25,Female,117382,10,New York City,3
3112,3112,16,Female,137408,72,New York City,2
3113,3113,44,Female,66150,28,Tokyo,1
3114,3114,,Female,16601,54,San Francisco,2
3115,3115,26,Male,35333,52,New York City,1
3116,3116,11,Male,71006,17,San Francisco,3
3117,3117,42,Female,55946,11,Miami,0
3118,3118,,Female,22421,26,San Francisco,0
3119,3119,38,Female,91762,36,London,1
3120,3120,,Male,17320,49,New York City,0
3121,3121,,Female,79972,30,Tokyo,1
3122,3122,25,Male,237106,2,Miami,0
3123,3123,,Male,35467,37,San Francisco,4
3124,3124,,Male,5603,17,New York City,1
3125,3125,,Male,54899,30,Tokyo,2
3126,3126,,Male,36395,11,New York City,0
3127,3127,16,Female,52034,19,Miami,0
3128,3128,,Male,29575,6,San Francisco,2
3129,3129,,Female,132141,70,London,1
3130,3130,,Female,56910,64,Miami,1
3131,3131,12,Male,27353,18,New York City,1
